Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MVGAV05.2NDE,small car,1,13,18,15,2,No,597
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MVGAV05.2NDE,small car,1,13,18,15,2,No,597
LAMBORGHINI Urus,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MVGAT04.0PAA,standard SUV,3,12,17,14,1,No,617
LAMBORGHINI Urus,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MVGAT04.0PAA,standard SUV,3,12,17,14,1,No,617
LAND ROVER Defender 110,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT02.0RTW,standard SUV,7,17,20,18,3,No,492
LAND ROVER Defender 110,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT02.0RTW,standard SUV,7,17,20,18,3,No,492
LAND ROVER Defender 110 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
LAND ROVER Defender 110 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
LAND ROVER Defender 90,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT02.0RTW,standard SUV,7,18,21,19,3,No,466
LAND ROVER Defender 90,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT02.0RTW,standard SUV,7,18,21,19,3,No,466
LAND ROVER Defender 90 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
LAND ROVER Defender 90 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
LAND ROVER Discovery,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT02.0RTW,standard SUV,7,19,22,21,4,No,436
LAND ROVER Discovery,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT02.0RTW,standard SUV,7,19,22,21,4,No,436
LAND ROVER Discovery MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT03.0HTR,standard SUV,7,18,24,21,4,No,435
LAND ROVER Discovery MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT03.0HTR,standard SUV,7,18,24,21,4,No,435
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT02.0RTV,small SUV,7,19,23,20,4,No,437
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT02.0RTV,small SUV,7,19,23,20,4,No,437
LAND ROVER Evoque,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT02.0RTV,small SUV,7,20,27,22,4,No,398
LAND ROVER Evoque,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT02.0RTV,small SUV,7,20,27,22,4,No,398
LAND ROVER Range Rover,3,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover,3,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover LWB,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover LWB,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover LWB SVA,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MJLXT05.0FSN,standard SUV,3,13,19,15,2,No,587
LAND ROVER Range Rover LWB SVA,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MJLXT05.0FSN,standard SUV,3,13,19,15,2,No,587
LAND ROVER Range Rover MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT03.0HTR,standard SUV,7,18,23,20,4,No,449
LAND ROVER Range Rover MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT03.0HTR,standard SUV,7,18,23,20,4,No,449
LAND ROVER Range Rover PHEV,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MJLXT02.0PTW,standard SUV,7,18/42,21/42,19/42,7,Yes,259
LAND ROVER Range Rover PHEV,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MJLXT02.0PTW,standard SUV,7,18/42,21/42,19/42,7,Yes,259
LAND ROVER Range Rover SVA,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MJLXT05.0FSN,standard SUV,3,14,19,16,2,No,569
LAND ROVER Range Rover SVA,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MJLXT05.0FSN,standard SUV,3,14,19,16,2,No,569
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover Sport,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MJLXT05.0FSN,standard SUV,3,17,22,19,3,No,472
LAND ROVER Range Rover Sport,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MJLXT05.0FSN,standard SUV,3,17,22,19,3,No,472
LAND ROVER Range Rover Sport MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXT03.0HTR,standard SUV,7,19,24,21,4,No,433
LAND ROVER Range Rover Sport MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXT03.0HTR,standard SUV,7,19,24,21,4,No,433
LAND ROVER Range Rover Sport PHEV,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MJLXT02.0PTW,standard SUV,7,18/42,21/42,19/42,7,Yes,259
LAND ROVER Range Rover Sport PHEV,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MJLXT02.0PTW,standard SUV,7,18/42,21/42,19/42,7,Yes,259
LAND ROVER Range Rover Sport SVR,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MJLXT05.0FSN,standard SUV,3,15,20,16,2,No,540
LAND ROVER Range Rover Sport SVR,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MJLXT05.0FSN,standard SUV,3,15,20,16,2,No,540
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXJ02.0RTX,small SUV,7,20,26,23,5,No,393
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXJ02.0RTX,small SUV,7,20,26,23,5,No,393
LAND ROVER Range Rover Velar,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MJLXJ05.0FSM,small SUV,3,15,20,17,3,No,511
LAND ROVER Range Rover Velar,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MJLXJ05.0FSM,small SUV,3,15,20,17,3,No,511
LAND ROVER Range Rover Velar P340 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXJ03.0FSC,small SUV,7,20,26,22,4,No,399
LAND ROVER Range Rover Velar P340 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXJ03.0FSC,small SUV,7,20,26,22,4,No,399
LAND ROVER Range Rover Velar P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXJ03.0FSC,small SUV,7,19,25,21,4,No,426
LAND ROVER Range Rover Velar P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXJ03.0FSC,small SUV,7,19,25,21,4,No,426
LEXUS ES 250,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MTYXJ02.5N4L,midsize car,6,25,34,28,6,No,315
LEXUS ES 250,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MTYXJ02.5N4L,midsize car,6,25,34,28,6,No,315
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXV02.5P33,midsize car,7,43,44,44,9,Yes,202
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXV02.5P33,midsize car,7,43,44,44,9,Yes,202
LEXUS ES 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5B,midsize car,5,22,32,26,5,No,346
LEXUS ES 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5B,midsize car,5,22,32,26,5,No,346
LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5B,midsize car,5,22,31,25,5,No,352
LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5B,midsize car,5,22,31,25,5,No,352
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MTYXT04.6K6W,standard SUV,3,15,19,16,2,No,542
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MTYXT04.6K6W,standard SUV,3,15,19,16,2,No,542
LEXUS IS 300,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV02.0M5A,small car,5,21,31,25,5,No,357
LEXUS IS 300,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV02.0M5A,small car,5,21,31,25,5,No,357
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5A,small car,5,19,26,22,4,No,407
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5A,small car,5,19,26,22,4,No,407
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5A,small car,5,19,26,22,4,No,407
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5A,small car,5,19,26,22,4,No,407
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS LC 500,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV05.0M5A,small car,5,16,25,19,3,No,473
LEXUS LC 500,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV05.0M5A,small car,5,16,25,19,3,No,473
LEXUS LC 500 Convertible,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV05.0M5A,small car,5,15,25,18,3,No,489
LEXUS LC 500 Convertible,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV05.0M5A,small car,5,15,25,18,3,No,489
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXV03.5P35,small car,7,26,34,29,6,No,303
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXV03.5P35,small car,7,26,34,29,6,No,303
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5C,midsize car,5,18,29,22,4,No,399
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5C,midsize car,5,18,29,22,4,No,399
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5C,midsize car,5,17,27,21,4,No,432
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5C,midsize car,5,17,27,21,4,No,432
LEXUS LS 500h,3.5,6,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXV03.5P35,midsize car,7,25,33,28,6,No,314
LEXUS LS 500h,3.5,6,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXV03.5P35,midsize car,7,25,33,28,6,No,314
LEXUS LS 500h,3.5,6,SCV-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXV03.5P35,midsize car,7,23,29,26,5,No,343
LEXUS LS 500h,3.5,6,SCV-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXV03.5P35,midsize car,7,23,29,26,5,No,343
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MTYXT05.7K6Y,standard SUV,3,12,16,14,1,No,636
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MTYXT05.7K6Y,standard SUV,3,12,16,14,1,No,636
LEXUS NX 300,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MTYXT02.0K6M,small SUV,3,22,28,25,5,No,359
LEXUS NX 300,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MTYXT02.0K6M,small SUV,3,22,28,25,5,No,359
LEXUS NX 300,2,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MTYXT02.0K6M,small SUV,3,22,28,24,5,No,361
LEXUS NX 300,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MTYXT02.0K6M,small SUV,3,22,28,24,5,No,361
LEXUS NX 300 F Sport,2,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MTYXT02.0K6M,small SUV,3,22,27,24,5,No,374
LEXUS NX 300 F Sport,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MTYXT02.0K6M,small SUV,3,22,27,24,5,No,374
LEXUS NX 300h,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXT02.5P3M,small SUV,7,33,30,31,7,Yes,285
LEXUS NX 300h,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXT02.5P3M,small SUV,7,33,30,31,7,Yes,285
LEXUS RC 300,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV02.0M5A,small car,5,21,31,25,5,No,357
LEXUS RC 300,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV02.0M5A,small car,5,21,31,25,5,No,357
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5A,small car,5,19,26,22,4,No,407
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5A,small car,5,19,26,22,4,No,407
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5A,small car,5,19,26,22,4,No,407
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5A,small car,5,19,26,22,4,No,407
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS RC F,5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXV05.0M5A,small car,5,16,24,19,3,No,459
LEXUS RC F,5,8,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXV05.0M5A,small car,5,16,24,19,3,No,459
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXT03.5M5M,small SUV,5,20,27,23,5,No,391
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXT03.5M5M,small SUV,5,20,27,23,5,No,391
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXT03.5M5M,small SUV,5,19,26,22,4,No,405
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXT03.5M5M,small SUV,5,19,26,22,4,No,405
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXT03.5M5M,small SUV,5,19,26,22,4,No,407
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXT03.5M5M,small SUV,5,19,26,22,4,No,407
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MTYXT03.5M5M,small SUV,5,18,25,21,4,No,432
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MTYXT03.5M5M,small SUV,5,18,25,21,4,No,432
LEXUS RX 450h,3.5,6,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXT03.5P34,standard SUV,7,31,28,30,6,No,297
LEXUS RX 450h,3.5,6,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXT03.5P34,standard SUV,7,31,28,30,6,No,297
LEXUS RX 450h L,3.5,6,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXT03.5P3S,standard SUV,7,29,28,29,6,No,305
LEXUS RX 450h L,3.5,6,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXT03.5P3S,standard SUV,7,29,28,29,6,No,305
LEXUS UX 200,2,4,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MTYXV02.0N4A,midsize car,6,29,37,32,7,Yes,271
LEXUS UX 200,2,4,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MTYXV02.0N4A,midsize car,6,29,37,32,7,Yes,271
LEXUS UX 250h,2,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXV02.0P3B,small car,7,43,41,42,8,Yes,209
LEXUS UX 250h,2,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXV02.0P3B,small car,7,43,41,42,8,Yes,209
LEXUS UX 250h,2,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXV02.0P3B,small car,7,41,38,39,8,Yes,225
LEXUS UX 250h,2,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXV02.0P3B,small car,7,41,38,39,8,Yes,225
LINCOLN Aviator,3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT03.03U2,standard SUV,5,18,26,21,4,No,431
LINCOLN Aviator,3,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT03.03U2,standard SUV,5,18,26,21,4,No,431
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT03.03U2,standard SUV,5,17,24,20,4,No,445
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT03.03U2,standard SUV,5,17,24,20,4,No,445
LINCOLN Aviator PHEV,3,6,SemiAuto-10,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MFMXT03.03P1,standard SUV,7,22/54,25/58,23/56,9,Yes,209
LINCOLN Aviator PHEV,3,6,SemiAuto-10,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MFMXT03.03P1,standard SUV,7,22/54,25/58,23/56,9,Yes,209
LINCOLN Corsair,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.02Y1,small SUV,5,22,29,25,5,No,361
LINCOLN Corsair,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.02Y1,small SUV,5,22,29,25,5,No,361
LINCOLN Corsair,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.02Y1,small SUV,5,21,29,24,5,No,369
LINCOLN Corsair,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.02Y1,small SUV,5,21,29,24,5,No,369
LINCOLN Corsair,2.3,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.32Z1,small SUV,5,21,28,24,5,No,373
LINCOLN Corsair,2.3,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.32Z1,small SUV,5,21,28,24,5,No,373
LINCOLN Corsair PHEV,2.5,4,CVT,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MFMXT02.53CE,small SUV,7,34/83,32/72,33/78,10,Yes,117
LINCOLN Corsair PHEV,2.5,4,CVT,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MFMXT02.53CE,small SUV,7,34/83,32/72,33/78,10,Yes,117
LINCOLN Nautilus,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.02JU,small SUV,5,20,25,22,4,No,404
LINCOLN Nautilus,2,4,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.02JU,small SUV,5,20,25,22,4,No,404
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.02JU,small SUV,5,20,25,22,4,No,404
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.02JU,small SUV,5,20,25,22,4,No,404
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.72JQ,small SUV,5,19,25,21,4,No,423
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.72JQ,small SUV,5,19,25,21,4,No,423
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT03.54HF,standard SUV,5,16,22,18,3,No,486
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT03.54HF,standard SUV,5,16,22,18,3,No,486
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT03.54HF,standard SUV,5,16,20,17,3,No,508
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT03.54HF,standard SUV,5,16,20,17,3,No,508
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT03.54HF,standard SUV,5,16,21,18,3,No,494
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT03.54HF,standard SUV,5,16,21,18,3,No,494
LINCOLN Nuatilus,2,4,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.02JU,small SUV,5,21,26,23,5,No,384
LINCOLN Nuatilus,2,4,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.02JU,small SUV,5,21,26,23,5,No,384
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.02JU,small SUV,5,21,26,23,5,No,387
